"","N_SQ_AD","college"
"1492",750058997,67
"1493",750062693,457
"1494",750060093,569
"1495",750065220,67
"1496",750064315,338
"1497",750065115,457
"1498",750059405,457
"1499",750062391,329
"1500",750062720,457
"1501",750065315,67
"1502",750062690,457
"1503",750147844,67
"1504",750149914,67
"1505",750063627,569
"1506",750152751,67
"1507",750097346,569
"1508",750064312,338
"1509",750063095,338
"1510",750061428,338
"1511",750065547,67
"1512",750175843,67
"1513",750065266,4
"1514",750065098,457
"1515",750059399,457
"1516",750059441,457
"1517",750062711,457
"1518",750058603,457
"1519",750166831,67
"1520",750065310,67
"1521",750152753,67
"1522",750063638,569
"1523",750152779,67
"1524",750060089,569
"1525",750059911,457
"1526",750064480,457
"1527",750062705,457
"1528",750058606,457
"1529",750065563,67
"1530",750060091,569
"1531",750061061,457
"1532",750063366,4
"1533",750063371,4
"1534",750061874,457
"1535",750059397,457
"1536",750063364,4
"1537",750059916,457
"1538",750065459,67
"1539",750175820,67
"1540",750152766,67
"1541",750065477,67
"1542",750061865,457
"1543",750097330,569
"1544",750060101,569
"1545",750063201,4
"1546",750059444,457
"1547",750061765,67
"1548",750061855,457
"1549",750063180,4
"1550",750058795,457
"1551",750146739,67
"1552",750065462,67
"1553",750065063,329
"1554",750058834,329
"1555",750063205,4
"1556",750063174,569
"1557",750063621,569
"1558",750059907,457
"1559",750058838,329
"1560",750061861,457
"1561",750063182,4
"1562",750065443,67
"1563",750143830,4
"1564",750063185,4
"1565",750175846,67
"1566",750059025,329
"1567",750061053,568
"1568",750065149,4
"1569",750065559,67
"1570",750065147,4
"1571",750064458,457
"1572",750157467,67
"1573",750058800,457
"1574",750152776,67
"1575",750065569,4
"1576",750061766,67
"1577",750063100,338
"1578",750065181,4
"1579",750058812,67
"1580",750065182,4
"1581",750163926,67
"1582",750065079,457
"1583",750142325,67
"1584",750061747,67
"1585",750158855,67
"1586",750063211,4
"1587",750065064,329
"1588",750061768,67
"1589",750153253,67
"1590",750152762,67
"1591",750059368,457
"1592",750061426,338
"1593",750063216,4
"1594",750063166,569
"1595",750142334,67
"1596",750058790,457
"1597",750143834,4
"1598",750064300,338
"1599",750059014,67
"1600",750145678,67
"1601",750059666,67
"1602",750059651,4
"1603",750059943,569
"1604",750152684,67
"1605",750152763,67
"1606",750064455,457
"1607",750060094,569
"1608",750065058,329
"1609",750065120,457
"1610",750060092,569
"1611",750062698,457
"1612",750062707,457
"1613",750144951,67
"1614",750059443,457
"1615",750058657,4
"1616",750059662,67
"1617",750154276,67
"1618",750064301,338
"1619",750175839,457
"1620",750062710,457
"1621",750062709,457
"1622",750144339,457
"1623",750062703,457
"1624",750064317,338
"1625",750064316,338
"1626",750065336,67
"1627",750065442,67
"1628",750062699,457
"1629",750065057,329
"1630",750164844,457
"1631",750065123,457
"1632",750063099,338
"1633",750061422,338
"1634",750059004,67
"1635",750065556,67
"1636",750063167,569
"1637",750059908,457
"1638",750152668,67
"1639",750059001,67
"1640",750172730,4
"1641",750065204,67
"1642",750058799,457
"1643",750063102,338
"1644",750063365,4
"1645",750064450,457
"1646",750153255,67
"1647",750065117,457
"1648",750058605,457
"1649",750058993,67
"1650",750060109,569
"1651",750065545,67
"1652",750058607,457
"1653",750065581,4
"1654",750059018,67
"1655",750152698,67
"1656",750153257,67
"1657",750065308,67
"1658",750065294,67
"1659",750065307,67
"1660",750065351,67
"1661",750059438,457
"1662",750065532,67
"1663",750065274,67
"1664",750143831,4
"1665",750065095,457
"1666",750157462,67
"1667",750064303,338
"1668",750157464,67
"1669",750065268,4
"1670",750065253,4
"1671",750065554,67
"1672",750065550,67
"1673",750143828,4
"1674",750065275,67
"1675",750065451,67
"1676",750142329,67
"1677",750065257,4
"1678",750063668,457
"1679",750065224,67
"1680",750059940,569
"1681",750065078,457
"1682",750063192,4
"1683",750152664,67
"1684",750063175,569
"1685",750059374,457
"1686",750059013,67
"1687",750065331,67
"1688",750065552,67
"1689",750065538,67
"1690",750065579,4
"1691",750065528,67
"1692",750065173,4
"1693",750062716,457
"1694",750152679,67
"1695",750065572,4
"1696",750059401,457
"1697",750157466,67
"1698",750152682,67
"1699",750065571,4
"1700",750065565,4
"1701",750065292,67
"1702",750152678,67
"1703",750152761,67
"1704",750063098,338
"1705",750064469,457
"1706",750065090,457
"1707",750065551,67
"1708",750061758,67
"1709",750063104,338
"1710",750152764,67
"1711",750152673,67
"1712",750152665,67
"1713",750061423,338
"1714",750059954,437
"1715",750142335,67
"1716",750058837,329
"1717",750061084,67
"1718",750065534,67
"1719",750065283,67
"1720",750061088,67
"1721",750063674,457
"1722",750060095,569
"1723",750059650,4
"1724",750059652,4
"1725",750065438,67
"1726",750062718,457
"1727",750063172,569
"1728",750065325,67
"1729",750065119,457
"1730",750145766,67
"1731",750062692,457
"1732",750065312,67
"1733",750064463,457
"1734",750060602,457
"1735",750175822,67
"1736",750058661,4
"1737",750060688,569
"1738",750154802,67
"1739",750065130,457
"1740",750059404,457
"1741",750059002,67
"1742",750059955,437
"1743",750062695,457
"1744",750144953,67
"1745",750062721,457
"1746",750059378,457
"1747",750145765,67
"1748",750062712,457
"1749",750154277,67
"1750",750065338,67
"1751",750065089,457
"1752",750065126,329
"1753",750152676,67
"1754",750062702,457
"1755",750062713,457
"1756",750154322,67
"1757",750154740,67
"1758",750142327,67
"1759",750065342,67
"1760",750152671,67
"1761",750059665,67
"1762",750065348,67
"1763",750065302,67
"1764",750172731,4
"1765",750059400,457
"1766",750065461,67
"1767",750065206,67
"1768",750065238,67
"1769",750065344,67
"1770",750061058,457
"1771",750058608,457
"1772",750058798,457
"1773",750059440,457
"1774",750157465,67
"1775",750063367,4
"1776",750172729,4
"1777",750061847,457
"1778",750172727,4
"1779",750061051,568
"1780",750061056,437
"1781",750059944,569
"1782",750065549,67
"1783",750061846,457
"1784",750152695,67
"1785",750152699,67
"1786",750157458,67
"1787",750152767,67
"1788",750058802,457
"1789",750147312,67
"1790",750062390,329
"1791",750065326,67
"1792",750061429,338
"1793",750059919,457
"1794",750065420,67
"1795",750065140,457
"1796",750065529,67
"1797",750154319,67
"1798",750058996,67
"1799",750058804,67
"1800",750064318,338
"1801",750142332,67
"1802",750059376,457
"1803",750142324,67
"1804",750152674,67
"1805",750152769,67
"1806",750063661,457
"1807",750065473,67
"1808",750065427,67
"1809",750063173,569
"1810",750063168,569
"1811",750063191,4
"1812",750063179,4
"1813",750058604,457
"1814",750059951,437
"1815",750065191,67
"1816",750065195,67
"1817",750064456,457
"1818",750065138,457
"1819",750065127,329
"1820",750152667,67
"1821",750061750,67
"1822",750059005,67
"1823",750065176,4
"1824",750064446,457
"1825",750059380,457
"1826",750065134,457
"1827",750172715,67
"1828",750061752,67
"1829",750152680,67
"1830",750152675,67
"1831",750163927,67
"1832",750065132,457
"1833",750065077,457
"1834",750152672,67
"1835",750065523,67
"1836",750061080,67
"1837",750059023,329
"1838",750061087,67
"1839",750172719,67
"1840",750154321,67
"1841",750152748,67
"1842",750142336,67
"1843",750157581,4
"1844",750160538,457
"1845",750059661,67
"1846",750062700,457
"1847",750065247,67
"1848",750060077,457
"1849",750058791,457
"1850",750062715,457
"1851",750062722,457
"1852",750144949,67
"1853",750177043,67
"1854",750065586,4
"1855",750060393,67
"1856",750058662,4
"1857",750058659,4
"1858",750145767,67
"1859",750172722,67
"1860",750065209,67
"1861",750062717,457
"1862",750062688,457
"1863",750058789,457
"1864",750062389,329
"1865",750157471,67
"1866",750058811,67
"1867",750065321,67
"1868",750061387,457
"1869",750065230,67
"1870",750061401,457
"1871",750059909,457
"1872",750065215,67
"1873",750058794,457
"1874",750059411,457
"1875",750059439,457
"1876",750065125,457
"1877",750142338,67
"1878",750060076,457
"1879",750154320,67
"1880",750065122,457
"1881",750065205,67
"1882",750065240,67
"1883",750059672,67
"1884",750065226,67
"1885",750152706,67
"1886",750065343,67
"1887",750063171,569
"1888",750063620,569
"1889",750152705,67
"1890",750063614,569
"1891",750063613,569
"1892",750059942,569
"1893",750062694,457
"1894",750172717,67
"1895",750065584,4
"1896",750065566,4
"1897",750152752,67
"1898",750061059,457
"1899",750063374,4
"1900",750063369,4
"1901",750152700,67
"1902",750061052,568
"1903",750061753,67
"1904",750065251,4
"1905",750065260,4
"1906",750061844,457
"1907",750152697,67
"1908",750065320,67
"1909",750065470,67
"1910",750065258,4
"1911",750065249,4
"1912",750065267,4
"1913",750065472,67
"1914",750063196,4
"1915",750065232,67
"1916",750063675,457
"1917",750062706,457
"1918",750065328,67
"1919",750065313,67
"1920",750065330,67
"1921",750059655,67
"1922",750060096,569
"1923",750063633,569
"1924",750163703,67
"1925",750063683,457
"1926",750062697,457
"1927",750063680,457
"1928",750063169,569
"1929",750065081,457
"1930",750060100,569
"1931",750063170,569
"1932",750059408,457
"1933",750059914,457
"1934",750063616,569
"1935",750058815,67
"1936",750058803,67
"1937",750059912,457
"1938",750065076,457
"1939",750064452,457
"1940",750157452,67
"1941",750065121,457
"1942",750064482,457
"1943",750063623,569
"1944",750152683,67
"1945",750059373,457
"1946",750065573,4
"1947",750065287,67
"1948",750152666,67
"1949",750065136,457
"1950",750059946,569
"1951",750060097,569
"1952",750059671,67
"1953",750152765,67
"1954",750065056,329
"1955",750061420,338
"1956",750061434,338
"1957",750061082,67
"1958",750065282,67
"1959",750059414,457
"1960",750152669,67
"1961",750065248,67
"1962",750062696,457
"1963",750064465,457
"1964",750064467,457
"1965",750063096,338
"1966",750158846,457
"1967",750065235,67
"1968",750065426,67
"1969",750060598,457
"1970",750063665,457
"1971",750065114,457
"1972",750152707,67
"1973",750065468,67
"1974",750065229,67
"1975",750065544,67
"1976",750064462,457
"1977",750158845,457
"1978",750060388,4
"1979",750060689,569
"1980",750060394,67
"1981",750060389,4
"1982",750063624,569
"1983",750065096,457
"1984",750058805,67
"1985",750059371,457
"1986",750065318,67
"1987",750144950,67
"1988",750065295,67
"1989",750058807,67
"1990",750061400,457
"1991",750063677,457
"1992",750059011,67
"1993",750144952,67
"1994",750061085,67
"1995",750065073,457
"1996",750065082,457
"1997",750065288,67
"1998",750063612,569
"1999",750060082,457
"2000",750059434,457
"2001",750065277,67
"2002",750061086,67
"2003",750059017,67
"2004",750061079,67
"2005",750060613,457
"2006",750061873,457
"2007",750159164,457
"2008",750065242,67
"2009",750058515,457
"2010",750062701,457
"2011",750065335,67
"2012",750063103,338
"2013",750065437,67
"2014",750059950,569
"2015",750063628,569
"2016",750065221,67
"2017",750063217,4
"2018",750061060,457
"2019",750059956,437
"2020",750061057,457
"2021",750060083,569
"2022",750061049,568
"2023",750062396,457
"2024",750064457,457
"2025",750065298,67
"2026",750065568,4
"2027",750062353,457
"2028",750152736,67
"2029",750065300,67
"2030",750065262,4
"2031",750061430,338
"2032",750060108,569
"2033",750065341,67
"2034",750157456,67
"2035",750063667,457
"2036",750065212,67
"2037",750061388,457
"2038",750059653,4
"2039",750059654,4
"2040",750145770,457
"2041",750059948,569
"2042",750062691,457
"2043",750065280,67
"2044",750060607,457
"2045",750154324,67
"2046",750060586,569
"2047",750158847,457
"2048",750059000,67
"2049",750060599,457
"2050",750060574,569
"2051",750063671,457
"2052",750060595,569
"2053",750063673,457
"2054",750065439,67
"2055",750060612,457
"2056",750065580,4
"2057",750060684,569
"2058",750065574,4
"2059",750065219,67
"2060",750065062,329
"2061",750065157,4
"2062",750065166,4
"2063",750060078,457
"2064",750065299,67
"2065",750065278,67
"2066",750065324,67
"2067",750064447,457
"2068",750142326,67
"2069",750064460,457
"2070",750059657,67
"2071",750060081,457
"2072",750059670,67
"2073",750059669,67
"2074",750059647,4
"2075",750065133,457
"2076",750059953,437
"2077",750062397,457
"2078",750065210,67
"2079",750065333,67
"2080",750061083,67
"2081",750164843,457
"2082",750063097,338
"2083",750064305,338
"2084",750064306,338
"2085",750059667,67
"2086",750152739,67
"2087",750061078,67
"2088",750065475,67
"2089",750060584,569
"2090",750058999,67
"2091",750060090,569
"2092",750063626,569
"2093",750058524,457
"2094",750060594,569
"2095",750060580,569
"2096",750060576,569
"2097",750065583,4
"2098",750060604,457
"2099",750163896,67
"2100",750060686,569
"2101",750060392,67
"2102",750063630,569
"2103",750166828,67
"2104",750065171,4
"2105",750059398,457
"2106",750152681,67
"2107",750172723,67
"2108",750063631,569
"2109",750145769,67
"2110",750059659,67
"2111",750157470,67
"2112",750065228,67
"2113",750065222,67
"2114",750175821,67
"2115",750064473,457
"2116",750065113,457
"2117",750060080,457
"2118",750172718,67
"2119",750065156,4
"2120",750065174,4
"2121",750060102,569
"2122",750062704,457
"2123",750065291,67
"2124",750064466,457
"2125",750065245,67
"2126",750065236,67
"2127",750172716,67
"2128",750061858,457
"2129",750060588,569
"2130",750065467,67
"2131",750058518,457
"2132",750058499,457
"2133",750058792,457
"2134",750060591,569
"2135",750060592,569
"2136",750065463,67
"2137",750175845,67
"2138",750065548,67
"2139",750060593,569
"2140",750063208,4
"2141",750177042,67
"2142",750063198,4
"2143",750060693,569
"2144",750058536,457
"2145",750065153,4
"2146",750063682,457
"2147",750065135,457
"2148",750063202,4
"2149",750059906,457
"2150",750064451,457
"2151",750065094,457
"2152",750065345,67
"2153",750157459,67
"2154",750065458,67
"2155",750058531,457
"2156",750058507,457
"2157",750065162,4
"2158",750175849,67
"2159",750065163,4
"2160",750061385,457
"2161",750166191,67
"2162",750058836,329
"2163",750059413,457
"2164",750154823,67
"2165",750065213,67
"2166",750065347,67
"2167",750059402,457
"2168",750060575,569
"2169",750061851,457
"2170",750063637,569
"2171",750058500,457
"2172",750060587,569
"2173",750063195,4
"2174",750060597,569
"2175",750058542,457
"2176",750060596,569
"2177",750063176,569
"2178",750060590,569
"2179",750065585,4
"2180",750158848,457
"2181",750060609,457
"2182",750060395,67
"2183",750063629,569
"2184",750061062,569
"2185",750059377,457
"2186",750065448,67
"2187",750058540,457
"2188",750063666,457
"2189",750172720,67
"2190",750065216,67
"2191",750059436,457
"2192",750065286,67
"2193",750059910,457
"2194",750059917,457
"2195",750065168,4
"2196",750061425,338
"2197",750065152,4
"2198",750065445,67
"2199",750065421,67
"2200",750065457,67
"2201",750146248,67
"2202",750065116,457
"2203",750062723,457
"2204",750062689,457
"2205",750061389,457
"2206",750142322,67
"2207",750059664,67
"2208",750065316,67
"2209",750065422,67
"2210",750060589,569
"2211",750058538,457
"2212",750065167,4
"2213",750058501,457
"2214",750058520,457
"2215",750059660,67
"2216",750065430,67
"2217",750059952,437
"2218",750065527,67
"2219",750058517,457
"2220",750063186,4
"2221",750158616,67
"2222",750157468,67
"2223",750060390,67
"2224",750063619,569
"2225",750065455,67
"2226",750063618,569
"2227",750063218,4
"2228",750063615,569
"2229",750063221,4
"2230",750064453,457
"2231",750065217,67
"2232",750065202,67
"2233",750059648,4
"2234",750061427,338
"2235",750065165,4
"2236",750058522,457
"2237",750152745,67
"2238",750058512,457
"2239",750058494,457
"2240",750059019,67
"2241",750172724,67
"2242",750059007,67
"2243",750058806,67
"2244",750060099,569
"2245",750065284,67
"2246",750065214,67
"2247",750064304,338
"2248",750063662,457
"2249",750065154,4
"2250",750063669,457
"2251",750060685,569
"2252",750059668,67
"2253",750059939,569
"2254",750063215,4
"2255",750065319,67
"2256",750065350,67
"2257",750060583,569
"2258",750060573,569
"2259",750063634,569
"2260",750063658,457
"2261",750063657,457
"2262",750065207,67
"2263",750166832,67
"2264",750166834,67
"2265",750063617,569
"2266",750060387,4
"2267",750065244,67
"2268",750065436,67
"2269",750063681,457
"2270",750065340,67
"2271",750059646,4
"2272",750061431,338
"2273",750061433,338
"2274",750065161,4
"2275",750063659,457
"2276",750063684,457
"2277",750063625,569
"2278",750065479,67
"2279",750059009,67
"2280",750063672,457
"2281",750063204,4
"2282",750063199,4
"2283",750062719,457
"2284",750172721,67
"2285",750061386,457
"2286",750065293,67
"2287",750065203,67
