"","Code_voie","Type.de.voie","Nom.de.la.voie","N..D�but.exclu.sauf.0.","Bis.Ter.Quat.","N..fin.inclus","Bis.Ter.Quat..1","Pair..P..Impair..I.","Ecole"
"2663","1882","RUE","CHARLES TOURNEMIRE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2664","1882","RUE","CHARLES TOURNEMIRE",0,"",9999,"","p","Ecole élémentaire 7 AVENUE DE LA PTE CHAMPERRET - PARIS 17"
"2665","1883","RUE","CHARLOT",0,"",17,"","i","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03"
"2666","1883","RUE","CHARLOT",17,"",9999,"","i","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03"
"2667","1883","RUE","CHARLOT",0,"",14,"","p","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03"
"2668","1883","RUE","CHARLOT",14,"",9999,"","p","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03"
"2669","1884","PLACE","CHARLES TILLON",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2670","1884","PLACE","CHARLES TILLON",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2671","1885","VILLA DES","CHARMILLES",0,"",9999,"","i","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15"
"2672","1885","VILLA DES","CHARMILLES",0,"",9999,"","p","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15"
"2673","1887","PASSAGE DU","CHAROLAIS",0,"",9999,"","i","Ecole élémentaire 4 RUE BIGNON - PARIS 12"
"2674","1887","PASSAGE DU","CHAROLAIS",0,"",9999,"","p","Ecole élémentaire 4 RUE BIGNON - PARIS 12"
"2675","1888","RUE DU","CHAROLAIS",0,"",9999,"","i","Ecole élémentaire 4 RUE BIGNON - PARIS 12"
"2676","1888","RUE DU","CHAROLAIS",0,"",9999,"","p","Ecole élémentaire 4 RUE BIGNON - PARIS 12"
"2677","1890","BOULEVARD DE","CHARONNE",0,"",63,"","i","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"2678","1890","BOULEVARD DE","CHARONNE",63,"",9999,"","i","Ecole élémentaire 4 AVENUE DE BOUVINES - PARIS 11"
"2679","1890","BOULEVARD DE","CHARONNE",0,"",22,"","p","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"2680","1890","BOULEVARD DE","CHARONNE",0,"",22,"","p","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"2681","1890","BOULEVARD DE","CHARONNE",22,"",44,"","p","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"2682","1890","BOULEVARD DE","CHARONNE",22,"",44,"","p","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"2683","1890","BOULEVARD DE","CHARONNE",44,"",82,"","p","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20"
"2684","1890","BOULEVARD DE","CHARONNE",44,"",82,"","p","Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20"
"2685","1890","BOULEVARD DE","CHARONNE",82,"",9999,"","p","Ecole élémentaire 54 RUE PLANCHAT - PARIS 20"
"2686","1891","RUE DE","CHARONNE",0,"",91,"","i","Ecole élémentaire 4 RUE KELLER - PARIS 11"
"2687","1891","RUE DE","CHARONNE",91,"",111,"","i","Ecole élémentaire 35 RUE GODEFROY CAVAIGNAC - PARIS 11"
"2688","1891","RUE DE","CHARONNE",111,"",135,"","i","Ecole élémentaire 8 CITE VOLTAIRE - PARIS 11"
"2689","1891","RUE DE","CHARONNE",135,"",167,"","i","Ecole élémentaire 39 RUE ALEXANDRE DUMAS - PARIS 11"
"2690","1891","RUE DE","CHARONNE",167,"",9999,"","i","Ecole élémentaire 39 RUE ALEXANDRE DUMAS - PARIS 11"
"2691","1891","RUE DE","CHARONNE",0,"",92,"","p","Ecole élémentaire 4 RUE KELLER - PARIS 11"
"2692","1891","RUE DE","CHARONNE",92,"",106,"","p","Ecole élémentaire 31 RUE SAINT BERNARD - PARIS 11"
"2693","1891","RUE DE","CHARONNE",106,"",9999,"","p","Ecole élémentaire 8 CITE VOLTAIRE - PARIS 11"
"2694","1893","RUE","CHARRAS",0,"",9999,"","i","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2695","1893","RUE","CHARRAS",0,"",9999,"","p","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2696","1894","RUE","CHARRIERE",0,"",9999,"","i","Ecole élémentaire 31 RUE SAINT BERNARD - PARIS 11"
"2697","1894","RUE","CHARRIERE",0,"",9999,"","p","Ecole élémentaire 31 RUE SAINT BERNARD - PARIS 11"
"2698","1895","IMPASSE","CHARTIERE",0,"",9999,"","i","Ecole élémentaire 14 RUE VICTOR COUSIN - PARIS 05"
"2699","1895","IMPASSE","CHARTIERE",0,"",9999,"","p","Ecole élémentaire 14 RUE VICTOR COUSIN - PARIS 05"
"2700","1900","RUE DE","CHARTRES",0,"",13,"","i","Ecole élémentaire 6 RUE JEAN FRANCOIS LEPINE - PARIS 18"
"2701","1900","RUE DE","CHARTRES",13,"",9999,"","i","Ecole maternelle 49B RUE DE LA GOUTTE D'OR - PARIS 18"
"2702","1900","RUE DE","CHARTRES",0,"",14,"","p","Ecole élémentaire 6 RUE JEAN FRANCOIS LEPINE - PARIS 18"
"2703","1900","RUE DE","CHARTRES",14,"",9999,"","p","Ecole maternelle 49B RUE DE LA GOUTTE D'OR - PARIS 18"
"2704","1901","RUE DES","CHARTREUX",0,"",9999,"","i","Ecole élémentaire 9 RUE DE VAUGIRARD - PARIS 06"
"2705","1901","RUE DES","CHARTREUX",0,"",9999,"","p","Ecole élémentaire 9 RUE DE VAUGIRARD - PARIS 06"
"2706","1903","PLACE","CHASSAIGNE GOYON",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2707","1903","PLACE","CHASSAIGNE GOYON",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2708","1904","RUE","CHASSELOUP LAUBAT",0,"",9999,"","i","Ecole élémentaire 33 BIS RUE MIOLLIS - PARIS 15"
"2709","1904","RUE","CHASSELOUP LAUBAT",0,"",9999,"","p","Ecole élémentaire 33 BIS RUE MIOLLIS - PARIS 15"
"2710","1905","AVENUE DES","CHASSEURS",0,"",9999,"","i","Ecole élémentaire 101 RUE DE SAUSSURE - PARIS 17"
"2711","1905","AVENUE DES","CHASSEURS",0,"",9999,"","p","Ecole élémentaire 101 RUE DE SAUSSURE - PARIS 17"
"2712","1907","RUE DU","CHATEAU",0,"",9999,"","i","Ecole élémentaire 69 RUE DE L'OUEST - PARIS 14"
"2713","1907","RUE DU","CHATEAU",0,"",9999,"","p","Ecole élémentaire 69 RUE DE L'OUEST - PARIS 14"
"2714","1908","RUE","CHATEAUBRIAND",0,"",9999,"","i","Ecole élémentaire 8 RUE ROBERT ESTIENNE - PARIS 08"
"2715","1908","RUE","CHATEAUBRIAND",0,"",9999,"","p","Ecole élémentaire 8 RUE ROBERT ESTIENNE - PARIS 08"
"2716","1910","RUE DU","CHATEAU D EAU",0,"",9999,"","i","Ecole élémentaire 15 RUE DE LANCRY - PARIS 10"
"2717","1910","RUE DU","CHATEAU D EAU",0,"",9999,"","p","Ecole élémentaire 15 RUE DE LANCRY - PARIS 10"
"2718","1911","RUE DU","CHATEAU DES RENTIERS",0,"",11,"","i","Ecole élémentaire 37 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2719","1911","RUE DU","CHATEAU DES RENTIERS",0,"",11,"","i","Ecole élémentaire 40 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2720","1911","RUE DU","CHATEAU DES RENTIERS",11,"",103,"","i","Ecole élémentaire 37 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2721","1911","RUE DU","CHATEAU DES RENTIERS",11,"",103,"","i","Ecole élémentaire 40 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2722","1911","RUE DU","CHATEAU DES RENTIERS",103,"",171,"","i","Ecole élémentaire A 33 PLACE JEANNE D'ARC - PARIS 13"
"2723","1911","RUE DU","CHATEAU DES RENTIERS",171,"",9999,"","i","Ecole élémentaire 173 RUE CHATEAU DES RENTIERS - PARIS 13"
"2724","1911","RUE DU","CHATEAU DES RENTIERS",0,"",10,"","p","Ecole élémentaire 37 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2725","1911","RUE DU","CHATEAU DES RENTIERS",0,"",10,"","p","Ecole élémentaire 40 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2726","1911","RUE DU","CHATEAU DES RENTIERS",10,"",106,"","p","Ecole élémentaire 37 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2727","1911","RUE DU","CHATEAU DES RENTIERS",10,"",106,"","p","Ecole élémentaire 40 RUE DU CHATEAU DES RENTIERS - PARIS 13"
"2728","1911","RUE DU","CHATEAU DES RENTIERS",106,"",144,"","p","Ecole élémentaire A 33 PLACE JEANNE D'ARC - PARIS 13"
"2729","1911","RUE DU","CHATEAU DES RENTIERS",144,"",9999,"","p","Ecole élémentaire 173 RUE CHATEAU DES RENTIERS - PARIS 13"
"2730","1912","RUE DE","CHATEAUDUN",0,"",41,"","i","Ecole élémentaire 32 RUE BUFFAULT - PARIS 09"
"2731","1912","RUE DE","CHATEAUDUN",41,"",9999,"","i","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2732","1912","RUE DE","CHATEAUDUN",0,"",28,"","p","Ecole élémentaire 32 RUE BUFFAULT - PARIS 09"
"2733","1912","RUE DE","CHATEAUDUN",28,"",9999,"","p","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2734","1915","RUE DU","CHATEAU LANDON",0,"",9999,"","i","Ecole élémentaire 10 RUE EUGENE VARLIN - PARIS 10"
"2735","1915","RUE DU","CHATEAU LANDON",0,"",9999,"","p","Ecole élémentaire 10 RUE EUGENE VARLIN - PARIS 10"
"2736","1916","ALLEE DU","CH�TEAU OUVRIER",0,"",9999,"","i","Ecole élémentaire 7 RUE ASSELINE - PARIS 14"
"2737","1916","ALLEE DU","CH�TEAU OUVRIER",0,"",9999,"","p","Ecole élémentaire 7 RUE ASSELINE - PARIS 14"
"2738","1917","PLACE DU","CHATEAU ROUGE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2739","1917","PLACE DU","CHATEAU ROUGE",0,"",9999,"","p","Ecole élémentaire 9 RUE RICHOMME - PARIS 18"
"2740","1919","PASSAGE","CHATELET",0,"",9999,"","i","Ecole élémentaire 42 RUE DES EPINETTES - PARIS 17"
"2741","1919","PASSAGE","CHATELET",0,"",9999,"","p","Ecole élémentaire 42 RUE DES EPINETTES - PARIS 17"
"2742","1920","PLACE DU","CHATELET",0,"",9999,"","i","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01"
"2743","1920","PLACE DU","CHATELET",0,"",9999,"","p","Ecole élémentaire 22 RUE DE L'AVE MARIA - PARIS 04"
"2744","1923","RUE DE","CHATILLON",0,"",9999,"","i","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"2745","1923","RUE DE","CHATILLON",0,"",9999,"","p","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"2746","1924","SQUARE DE","CHATILLON",0,"",9999,"","i","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"2747","1924","SQUARE DE","CHATILLON",0,"",9999,"","p","Ecole élémentaire 20 RUE ANTOINE CHANTIN - PARIS 14"
"2748","1926","RUE DU","CHAT QUI PECHE",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2749","1926","RUE DU","CHAT QUI PECHE",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2750","1928","RUE","CHAUCHAT",0,"",9999,"","i","Ecole élémentaire 16 RUE DE LA VICTOIRE - PARIS 09"
"2751","1928","RUE","CHAUCHAT",0,"",9999,"","p","Ecole élémentaire 16 RUE DE LA VICTOIRE - PARIS 09"
"2752","1931","RUE","CHAUDRON",0,"",9999,"","i","Ecole élémentaire 39 RUE DE L'AQUEDUC - PARIS 10"
"2753","1931","RUE","CHAUDRON",0,"",9999,"","p","Ecole élémentaire 39 RUE DE L'AQUEDUC - PARIS 10"
"2754","1933","RUE DES","CHAUFOURNIERS",0,"",9999,"","i","Ecole élémentaire A 119 AVENUE SIMON BOLIVAR (EC.A - PARIS 19"
"2755","1933","RUE DES","CHAUFOURNIERS",0,"",9999,"","i","Ecole élémentaire B 119 AVENUE SIMON BOLIVAR (EC.B - PARIS 19"
"2756","1933","RUE DES","CHAUFOURNIERS",0,"",9999,"","p","Ecole élémentaire A 119 AVENUE SIMON BOLIVAR (EC.A - PARIS 19"
"2757","1933","RUE DES","CHAUFOURNIERS",0,"",9999,"","p","Ecole élémentaire B 119 AVENUE SIMON BOLIVAR (EC.B - PARIS 19"
"2758","1936","RUE DE","CHAUMONT",0,"",9999,"","i","Ecole élémentaire A 119 AVENUE SIMON BOLIVAR (EC.A - PARIS 19"
"2759","1936","RUE DE","CHAUMONT",0,"",9999,"","i","Ecole élémentaire B 119 AVENUE SIMON BOLIVAR (EC.B - PARIS 19"
"2760","1936","RUE DE","CHAUMONT",0,"",9999,"","p","Ecole élémentaire A 119 AVENUE SIMON BOLIVAR (EC.A - PARIS 19"
"2761","1936","RUE DE","CHAUMONT",0,"",9999,"","p","Ecole élémentaire B 119 AVENUE SIMON BOLIVAR (EC.B - PARIS 19"
"2762","1938","SQUARE","CHAURE",0,"",9999,"","i","Ecole élémentaire 9 RUE BRETONNEAU - PARIS 20"
"2763","1938","SQUARE","CHAURE",0,"",9999,"","p","Ecole élémentaire 9 RUE BRETONNEAU - PARIS 20"
"2764","1940","RUE DE LA","CHAUSSEE D ANTIN",0,"",9999,"","i","Ecole élémentaire 28 RUE CAMBON - PARIS 01"
"2765","1940","RUE DE LA","CHAUSSEE D ANTIN",0,"",9999,"","p","Ecole élémentaire 28 RUE CAMBON - PARIS 01"
"2766","1941","PASSAGE","CHAUSSIN",0,"",9999,"","i","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12"
"2767","1941","PASSAGE","CHAUSSIN",0,"",9999,"","i","Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12"
"2768","1941","PASSAGE","CHAUSSIN",0,"",9999,"","p","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12"
"2769","1941","PASSAGE","CHAUSSIN",0,"",9999,"","p","Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12"
"2770","1942","IMPASSE","CHAUSSON",0,"",9999,"","i","Ecole élémentaire 5 RUE DE L HOPITAL ST LOUIS - PARIS 10"
"2771","1942","IMPASSE","CHAUSSON",0,"",9999,"","p","Ecole élémentaire 5 RUE DE L HOPITAL ST LOUIS - PARIS 10"
"2772","1945","RUE","CHAUVEAU LAGARDE",0,"",9999,"","i","Ecole élémentaire 18 RUE DE SURENE - PARIS 08"
"2773","1945","RUE","CHAUVEAU LAGARDE",0,"",9999,"","p","Ecole élémentaire 18 RUE DE SURENE - PARIS 08"
"2774","1947","RUE","CHAUVELOT",0,"",9999,"","i","Ecole élémentaire 5 AVENUE DE LA PORTE BRANCION - PARIS 15"
"2775","1947","RUE","CHAUVELOT",0,"",9999,"","p","Ecole élémentaire 5 AVENUE DE LA PORTE BRANCION - PARIS 15"
"2776","1950","RUE DE","CHAZELLES",0,"",9999,"","i","Ecole élémentaire 12B RUE FOURCROY - PARIS 17"
"2777","1950","RUE DE","CHAZELLES",0,"",9999,"","p","Ecole élémentaire 12B RUE FOURCROY - PARIS 17"
"2778","1951","ALLEE DU","CHEF D ESCADRON DE GUILLERON",0,"",9999,"","p","Ecole élémentaire 18 RUE JEAN ZAY - PARIS 14"
"2779","1952","RUE DU","CHEMIN DE FER",0,"",9999,"","i","Ecole élémentaire 118 BOULEVARD MACDONALD - PARIS 19"
"2780","1952","RUE DU","CHEMIN DE FER",0,"",9999,"","i","Ecole élémentaire 141 BOULEVARD MACDONALD - PARIS 19"
"2781","1952","RUE DU","CHEMIN DE FER",0,"",9999,"","p","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2782","1957","RUE DES","CHEMINETS",0,"",9999,"","i","Ecole Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact""."
"2783","1957","RUE DES","CHEMINETS",0,"",9999,"","p","Ecole élémentaire 16 RUE DES CHEMINETS - PARIS 19"
"2784","1959","PASSAGE DU","CHEMIN VERT",0,"",9999,"","i","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2785","1959","PASSAGE DU","CHEMIN VERT",0,"",9999,"","p","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2786","1960","RUE DU","CHEMIN VERT",0,"",51,"","i","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2787","1960","RUE DU","CHEMIN VERT",51,"",57,"","i","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2788","1960","RUE DU","CHEMIN VERT",57,"",9999,"","i","Ecole élémentaire 11B AVENUE PARMENTIER - PARIS 11"
"2789","1960","RUE DU","CHEMIN VERT",0,"",56,"","p","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2790","1960","RUE DU","CHEMIN VERT",56,"",94,"","p","Ecole élémentaire 13 RUE FROMENT - PARIS 11"
"2791","1960","RUE DU","CHEMIN VERT",94,"",9999,"","p","Ecole élémentaire A 22 RUE SAINT MAUR - PARIS 11"
"2792","1962","COUR DU","CHENE VERT",0,"",9999,"","i","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12"
"2793","1962","COUR DU","CHENE VERT",0,"",9999,"","p","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12"
"2794","1964","RUE","CHENIER",0,"",9999,"","i","Ecole élémentaire 42 RUE DUSSOUBS - PARIS 02"
"2795","1964","RUE","CHENIER",0,"",9999,"","p","Ecole élémentaire 42 RUE DUSSOUBS - PARIS 02"
"2796","1966","RUE DU","CHER",0,"",9999,"","i","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2797","1966","RUE DU","CHER",0,"",9999,"","p","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2798","1969","RUE DE","CHERBOURG",0,"",9999,"","i","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15"
"2799","1969","RUE DE","CHERBOURG",0,"",9999,"","p","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15"
"2800","1972","RUE DU","CHERCHE MIDI",0,"",57,"","i","Ecole élémentaire 42 RUE MADAME - PARIS 06"
"2801","1972","RUE DU","CHERCHE MIDI",0,"",57,"","i","Ecole élémentaire 12 RUE SAINT BENOIT - PARIS 06"
"2802","1972","RUE DU","CHERCHE MIDI",57,"",121,"","i","Ecole élémentaire 6 RUE LITTRE - PARIS 06"
"2803","1972","RUE DU","CHERCHE MIDI",121,"",9999,"","i","Ecole élémentaire 20 RUE FALGUIERE - PARIS 15"
"2804","1972","RUE DU","CHERCHE MIDI",0,"",64,"","p","Ecole élémentaire 42 RUE MADAME - PARIS 06"
"2805","1972","RUE DU","CHERCHE MIDI",0,"",64,"","p","Ecole élémentaire 12 RUE SAINT BENOIT - PARIS 06"
"2806","1972","RUE DU","CHERCHE MIDI",64,"",130,"","p","Ecole élémentaire 6 RUE LITTRE - PARIS 06"
"2807","1972","RUE DU","CHERCHE MIDI",130,"",9999,"","p","Ecole élémentaire 20 RUE FALGUIERE - PARIS 15"
"2808","1974","RUE","CHEREAU",0,"",9999,"","i","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"2809","1974","RUE","CHEREAU",0,"",9999,"","p","Ecole élémentaire 38 RUE VANDREZANNE - PARIS 13"
"2810","1976","RUE","CHERNOVIZ",0,"",9999,"","i","Ecole élémentaire 8 RUE CHERNOVIZ - PARIS 16"
"2811","1976","RUE","CHERNOVIZ",0,"",9999,"","p","Ecole élémentaire 8 RUE CHERNOVIZ - PARIS 16"
"2812","1978","RUE DE","CHEROY",0,"",9999,"","i","Ecole élémentaire 10 RUE BOURSAULT - PARIS 17"
"2813","1978","RUE DE","CHEROY",0,"",9999,"","p","Ecole élémentaire 10 RUE BOURSAULT - PARIS 17"
"2814","1980","RUE","CHERUBINI",0,"",9999,"","i","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"2815","1980","RUE","CHERUBINI",0,"",9999,"","p","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"2816","1982","PASSAGE DU","CHEVAL BLANC",0,"",9999,"","i","Ecole élémentaire 4 RUE KELLER - PARIS 11"
"2817","1982","PASSAGE DU","CHEVAL BLANC",0,"",9999,"","p","Ecole élémentaire 4 RUE KELLER - PARIS 11"
"2818","1984","RUE DU","CHEVALERET",0,"",107,"","i","Ecole élémentaire 9 RUE FRANC NOHAIN - PARIS 13"
"2819","1984","RUE DU","CHEVALERET",107,"",171,"","i","Ecole élémentaire 11 RUE PIERRE GOURDAULT - PARIS 13"
"2820","1984","RUE DU","CHEVALERET",171,"",9999,"","i","Ecole élémentaire 64 RUE DUNOIS - PARIS 13"
"2821","1984","RUE DU","CHEVALERET",0,"",60,"","p","Ecole élémentaire 9 RUE FRANC NOHAIN - PARIS 13"
"2822","1984","RUE DU","CHEVALERET",60,"",118,"","p","Ecole élémentaire 11 RUE PIERRE GOURDAULT - PARIS 13"
"2823","1984","RUE DU","CHEVALERET",118,"",9999,"","p","Ecole élémentaire 64 RUE DUNOIS - PARIS 13"
"2824","1985","RUE DU","CHEVALIER DE LA BARRE",0,"",9999,"","i","Ecole élémentaire 61 RUE DE CLIGNANCOURT - PARIS 18"
"2825","1985","RUE DU","CHEVALIER DE LA BARRE",0,"",9999,"","p","Ecole élémentaire 61 RUE DE CLIGNANCOURT - PARIS 18"
"2826","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","i","Ecole élémentaire A 24 RUE OLIVIER METRA - PARIS 20"
"2827","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","i","Ecole élémentaire B 22 RUE OLIVIER METRA - PARIS 20"
"2828","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","i","Ecole maternelle 32-34 RUE OLIVIER METRA - PARIS 20"
"2829","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","p","Ecole élémentaire A 24 RUE OLIVIER METRA - PARIS 20"
"2830","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","p","Ecole élémentaire B 22 RUE OLIVIER METRA - PARIS 20"
"2831","1986","IMPASSE DES","CHEVALIERS",0,"",9999,"","p","Ecole maternelle 32-34 RUE OLIVIER METRA - PARIS 20"
"2832","1988","RUE","CHEVERT",0,"",9999,"","i","Ecole élémentaire 10 AVENUE DE LA MOTTE PICQUET - PARIS 07"
"2833","1988","RUE","CHEVERT",0,"",9999,"","p","Ecole élémentaire 10 AVENUE DE LA MOTTE PICQUET - PARIS 07"
"2834","1989","RUE DE","CHEVERUS",0,"",9999,"","i","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2835","1989","RUE DE","CHEVERUS",0,"",9999,"","p","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09"
"2836","1990","RUE DU","CHEVET",0,"",9999,"","i","Ecole élémentaire 109 AVENUE PARMENTIER - PARIS 11"
"2837","1990","RUE DU","CHEVET",0,"",9999,"","p","Ecole élémentaire 109 AVENUE PARMENTIER - PARIS 11"
"2838","1992","RUE","CHEVREUL",0,"",9999,"","i","Ecole élémentaire 14 RUE TITON - PARIS 11"
"2839","1992","RUE","CHEVREUL",0,"",9999,"","p","Ecole élémentaire 14 RUE TITON - PARIS 11"
"2840","1993","RUE DE","CHEVREUSE",0,"",9999,"","i","Ecole élémentaire 42 RUE MADAME - PARIS 06"
"2841","1993","RUE DE","CHEVREUSE",0,"",9999,"","i","Ecole élémentaire 12 RUE SAINT BENOIT - PARIS 06"
"2842","1993","RUE DE","CHEVREUSE",0,"",9999,"","p","Ecole élémentaire 42 RUE MADAME - PARIS 06"
"2843","1993","RUE DE","CHEVREUSE",0,"",9999,"","p","Ecole élémentaire 12 RUE SAINT BENOIT - PARIS 06"
"2844","1994","VILLA","CHEYSSON",0,"",9999,"","i","Ecole élémentaire 23 AVENUE DU PARC DES PRINCES - PARIS 16"
"2845","1994","VILLA","CHEYSSON",0,"",9999,"","p","Ecole élémentaire 20 RUE DE MUSSET - PARIS 16"
"2846","1996","RUE DU","CHEVALIER DE ST GEORGE",0,"",9999,"","i","Ecole élémentaire 18 RUE DE SURENE - PARIS 08"
"2847","1996","RUE DU","CHEVALIER DE ST GEORGE",0,"",9999,"","p","Ecole élémentaire 28 RUE CAMBON - PARIS 01"
"2848","1999","RUE DE LA","CHINE",0,"",3,"","i","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2849","1999","RUE DE LA","CHINE",3,"",31,"","i","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2850","1999","RUE DE LA","CHINE",31,"",9999,"","i","Ecole élémentaire A 293 RUE DES PYRENEES - PARIS 20"
"2851","1999","RUE DE LA","CHINE",31,"",9999,"","i","Ecole élémentaire B 291 RUE DES PYRENEES - PARIS 20"
"2852","1999","RUE DE LA","CHINE",0,"",4,"","p","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2853","1999","RUE DE LA","CHINE",4,"",24,"","p","Ecole élémentaire 103 AVENUE GAMBETTA - PARIS 20"
"2854","1999","RUE DE LA","CHINE",24,"",9999,"","p","Ecole élémentaire A 293 RUE DES PYRENEES - PARIS 20"
"2855","1999","RUE DE LA","CHINE",24,"",9999,"","p","Ecole élémentaire B 291 RUE DES PYRENEES - PARIS 20"
"2856","2000","RUE","CHODERLOS DE LACLOS",0,"",9999,"","i","Ecole élémentaire 21 RUE PRIMO LEVI - PARIS 13"
"2857","2000","RUE","CHODERLOS DE LACLOS",0,"",9999,"","p","Ecole élémentaire 21 RUE PRIMO LEVI - PARIS 13"
"2858","2001","PASSAGE","CHOISEUL",0,"",9999,"","i","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
"2859","2001","PASSAGE","CHOISEUL",0,"",9999,"","p","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02"
