"SECTORISATION DES COLLEGES PUBLICS PARISIENS
Année scolaire 2015-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Code_voie","Type de voie","Nom de la voie","Ardt","N° Début exclu(sauf 0)","Bis Ter Quat.",N° fin inclus,"Bis Ter Quat.","Pair (P) Impair (I)","Code DASCO",,Collèges,,,,,,,,,,,,,,,,,,,
0131,RUE,ALAIN CHARTIER,15,0,,35,,i,15097,0752546K,CAMILLE SEE,,,,,,,,,,,,,,,,,,,
0131,RUE,ALAIN CHARTIER,15,35,,9999,,i,15018,0752318M,MODIGLIANI,,,,,,,,,,,,,,,,,,,
0131,RUE,ALAIN CHARTIER,15,0,,9999,,p,15097,0752546K,CAMILLE SEE,,,,,,,,,,,,,,,,,,,
0132,SQUARE,ALAIN FOURNIER,14,0,,9999,,i,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0132,SQUARE,ALAIN FOURNIER,14,0,,9999,,p,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0133,RUE,ALASSEUR,15,0,,9999,,i,15094,0752545J,BUFFON,,,,,,,,,,,,,,,,,,,
0133,RUE,ALASSEUR,15,0,,9999,,p,15094,0752545J,BUFFON,,,,,,,,,,,,,,,,,,,
0134,SQUARE,ALBAN SATRAGNE,10,0,,9999,,i,10071,0752829T,BERNARD PALISSY,,,,,,,,,,,,,,,,,,,
0134,SQUARE,ALBAN SATRAGNE,10,0,,9999,,p,10071,0752829T,BERNARD PALISSY,,,,,,,,,,,,,,,,,,,
0135,RUE,ALBERT ROUSSEL,17,0,,9999,,i,17009,0752958H,BORIS VIAN,,,,,,,,,,,,,,,,,,,
0135,RUE,ALBERT ROUSSEL,17,0,,9999,,p,17009,0752958H,BORIS VIAN,,,,,,,,,,,,,,,,,,,
0136,RUE,ALBERIC MAGNARD,16,0,,9999,,i,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
