"","N_SQ_AD","maternelle"
"65262",750155076,369
"65263",750080137,369
"65264",750080092,369
"65265",750076127,369
"65266",750077789,369
"65267",750077799,369
"65268",750077969,369
"65269",750080916,369
"65270",750080911,369
"65271",750084635,369
"65272",750080460,369
"65273",750076424,369
"65274",750076456,369
"65275",750080462,369
"65276",750085094,369
"65277",750076411,369
"65278",750076468,369
"65279",750084613,369
"65280",750080204,369
"65281",750077791,369
"65282",750085086,369
"65283",750080220,369
"65284",750080852,369
"65285",750076481,369
"65286",750076422,369
"65287",750077786,369
"65288",750084633,369
"65289",750076417,369
"65290",750084654,369
"65291",750079567,369
"65292",750077806,369
"65293",750081711,369
"65294",750077798,369
"65295",750080673,369
"65296",750076462,369
"65297",750076033,369
"65298",750085203,369
"65299",750076463,369
"65300",750085090,369
"65301",750080909,369
"65302",750077297,369
"65303",750084758,369
"65304",750164082,369
"65305",750142583,369
"65306",750076130,369
"65307",750080675,369
"65308",750076128,369
"65309",750158271,369
"65310",750078102,369
"65311",750084612,369
"65312",750077321,369
"65313",750080543,369
"65314",750080151,369
"65315",750083807,369
"65316",750085092,369
"65317",750165919,369
"65318",750079566,369
"65319",750080218,369
"65320",750076504,369
"65321",750080536,369
"65322",750076501,369
"65323",750080662,369
"65324",750084370,369
"65325",750076451,369
"65326",750076454,369
"65327",750084364,369
"65328",750080860,369
"65329",750083808,369
"65330",750080207,369
"65331",750080236,369
"65332",750076425,369
"65333",750077801,369
"65334",750078130,369
"65335",750077313,369
"65336",750084763,369
"65337",750076458,369
"65338",750080863,369
"65339",750082952,369
"65340",750080231,369
"65341",750080211,369
"65342",750082934,369
"65343",750080095,369
"65344",750076421,369
"65345",750079563,369
"65346",750080212,369
"65347",750080464,369
"65348",750080551,369
"65349",750077320,369
"65350",750079417,369
"65351",750084661,369
"65352",750077800,369
"65353",750077784,369
"65354",750081078,369
"65355",750077966,369
"65356",750084650,369
"65357",750080932,369
"65358",750076402,369
"65359",750079572,369
"65360",750097989,369
"65361",750084649,369
"65362",750079555,369
"65363",750085093,369
"65364",750080243,369
"65365",750084369,369
"65366",750076475,369
"65367",750084679,369
"65368",750080096,369
"65369",750076502,369
"65370",750076416,369
"65371",750080227,369
"65372",750085643,369
"65373",750077805,369
"65374",750084756,369
"65375",750083809,369
"65376",750076485,369
"65377",750080209,369
"65378",750076126,369
"65379",750080098,369
"65380",750084362,369
"65381",750081704,369
"65382",750080216,369
"65383",750080505,369
"65384",750076489,369
"65385",750084663,369
"65386",750079556,369
"65387",750162528,369
"65388",750080242,369
"65389",750165205,369
"65390",750080141,369
"65391",750085194,369
"65392",750080222,369
"65393",750153973,369
"65394",750084366,369
"65395",750076473,369
"65396",750077967,369
"65397",750082935,369
"65398",750080100,369
"65399",750076478,369
"65400",750080855,369
"65401",750080466,369
"65402",750080136,369
"65403",750080502,369
"65404",750080213,369
"65405",750080927,369
"65406",750077964,369
"65407",750080910,369
"65408",750082933,369
"65409",750080840,369
"65410",750080219,369
"65411",750080929,369
"65412",750082946,369
"65413",750084755,369
"65414",750076488,369
"65415",750084766,369
"65416",750077312,369
"65417",750153974,369
"65418",750081726,369
"65419",750080202,369
"65420",750082931,369
"65421",750080541,369
"65422",750081803,369
"65423",750076498,369
"65424",750078101,369
"65425",750076497,369
"65426",750077787,369
"65427",750080240,369
"65428",750085187,369
"65429",750085192,369
"65430",750080234,369
"65431",750079419,369
"65432",750082936,369
"65433",750080195,369
"65434",750084365,369
"65435",750076409,369
"65436",750080449,369
"65437",750076413,369
"65438",750081721,369
"65439",750078641,369
"65440",750084675,369
"65441",750079565,369
"65442",750080501,369
"65443",750080471,369
"65444",750080546,369
"65445",750080142,369
"65446",750080215,369
"65447",750080904,369
"65448",750158534,369
"65449",750076453,369
"65450",750076465,369
"65451",750079558,369
"65452",750080540,369
"65453",750076423,369
"65454",750165921,369
"65455",750076412,369
"65456",750146035,369
"65457",750084764,369
"65458",750081717,369
"65459",750080504,369
"65460",750082953,369
"65461",750084629,369
"65462",750151926,369
"65463",750084759,369
"65464",750080221,369
"65465",750081710,369
"65466",750080846,369
"65467",750077785,369
"65468",750085191,369
"65469",750081713,369
"65470",750085615,369
"65471",750080235,369
"65472",750085189,369
"65473",750084624,369
"65474",750076407,369
"65475",750084363,369
"65476",750081714,369
"65477",750076476,369
"65478",750081798,369
"65479",750084665,369
"65480",750078131,369
"65481",750084664,369
"65482",750079557,369
"65483",750168984,369
"65484",750084683,369
"65485",750084660,369
"65486",750085639,369
"65487",750163352,369
"65488",750077960,369
"65489",750080906,369
"65490",750080470,369
"65491",750076469,369
"65492",750081722,369
"65493",750077965,369
"65494",750080101,369
"65495",750077295,369
"65496",750085637,369
"65497",750076415,369
"65498",750080144,369
"65499",750079418,369
"65500",750080226,369
"65501",750081708,369
"65502",750076503,369
"65503",750081788,369
"65504",750076459,369
"65505",750144575,369
"65506",750080239,369
"65507",750076480,369
"65508",750076408,369
"65509",750085630,369
"65510",750079420,369
"65511",750078608,369
"65512",750085638,369
"65513",750082942,369
"65514",750077314,369
"65515",750080864,369
"65516",750084659,369
"65517",750082950,369
"65518",750081796,369
"65519",750076455,369
"65520",750079568,369
"65521",750080670,369
"65522",750080660,369
"65523",750079559,369
"65524",750080931,369
"65525",750085614,369
"65526",750076405,369
"65527",750078613,369
"65528",750077291,369
"65529",750080233,369
"65530",750084626,369
"65531",750177269,369
"65532",750084680,369
"65533",750080859,369
"65534",750084769,369
"65535",750084668,369
"65536",750080461,369
"65537",750085636,369
"65538",750080671,369
"65539",750078612,369
"65540",750163502,369
"65541",750078640,369
"65542",750081800,369
"65543",750076403,369
"65544",750085195,369
"65545",750168985,369
"65546",750080206,369
"65547",750085089,369
"65548",750085190,369
"65549",750077961,369
"65550",750084625,369
"65551",750082951,369
"65552",750079415,369
"65553",750076477,369
"65554",750084669,369
"65555",750162510,369
"65556",750085624,369
"65557",750082937,369
"65558",750081787,369
"65559",750080140,369
"65560",750076474,369
"65561",750084670,369
"65562",750146425,369
"65563",750079571,369
"65564",750085087,369
"65565",750084662,369
"65566",750085632,369
"65567",750085091,369
"65568",750076420,369
"65569",750081801,369
"65570",750081720,369
"65571",750081707,369
"65572",750152785,369
"65573",750084754,369
"65574",750082943,369
"65575",750077963,369
"65576",750080907,369
"65577",750080659,369
"65578",750085642,369
"65579",750080097,369
"65580",750078132,369
"65581",750080224,369
"65582",750085627,369
"65583",750082947,369
"65584",750084753,369
"65585",750076404,369
"65586",750081797,369
"65587",750080133,369
"65588",750076461,369
"65589",750081786,369
"65590",750084760,369
"65591",750080134,369
"65592",750084631,369
"65593",750080228,369
"65594",750076406,369
"65595",750078645,369
"65596",750080229,369
"65597",750080854,369
"65598",750080094,369
"65599",750080915,369
"65600",750080148,369
"65601",750080451,369
"65602",750080661,369
"65603",750078609,369
"65604",750080924,369
"65605",750080674,369
"65606",750084757,369
"65607",750084636,369
"65608",750084622,369
"65609",750078610,369
"65610",750080919,369
"65611",750080472,369
"65612",750080856,369
"65613",750084676,369
"65614",750076410,369
"65615",750076034,369
"65616",750080844,369
"65617",750084765,369
"65618",750080146,369
"65619",750080205,369
"65620",750077962,369
"65621",750084762,369
"65622",750084682,369
"65623",750082938,369
"65624",750084655,369
"65625",750080138,369
"65626",750097131,369
"65627",750080463,369
"65628",750080200,369
"65629",750076472,369
"65630",750082945,369
"65631",750085633,369
"65632",750077294,369
"65633",750081791,369
"65634",750080208,369
"65635",750082944,369
"65636",750078644,369
"65637",750080925,369
"65638",750078646,369
"65639",750080905,369
"65640",750084671,369
"65641",750076426,369
"65642",750079416,369
"65643",750081705,369
"65644",750080920,369
"65645",750085617,369
"65646",750080845,369
"65647",750078133,369
"65648",750080198,369
"65649",750078648,369
"65650",750078103,369
"65651",750080545,369
"65652",750080238,369
"65653",750080503,369
"65654",750076032,369
"65655",750084770,369
"65656",750084767,369
"65657",750084651,369
"65658",750078134,369
"65659",750085185,369
"65660",750080217,369
"65661",750162543,369
"65662",750085622,369
"65663",750081799,369
"65664",750076484,369
"65665",750076487,369
"65666",750081715,369
"65667",750077324,369
"65668",750080214,369
"65669",750077318,369
"65670",750078607,369
"65671",750080448,369
"65672",750080917,369
"65673",750084768,369
"65674",750079560,369
"65675",750084605,369
"65676",750084657,369
"65677",750080858,369
"65678",750084667,369
"65679",750078106,369
"65680",750080908,369
"65681",750084681,369
"65682",750080913,369
"65683",750076414,369
"65684",750080199,369
"65685",750080450,369
"65686",750078647,369
"65687",750076471,369
"65688",750080147,369
"65689",750080548,369
"65690",750076479,369
"65691",750080842,369
"65692",750080933,369
"65693",750076419,369
"65694",750077322,369
"65695",750084761,369
"65696",750080544,369
"65697",750081718,369
"65698",750080926,369
"65699",750076467,369
"65700",750080102,369
"65701",750080912,369
"65702",750080843,369
"65703",750081792,369
"65704",750080197,369
"65705",750082932,369
"65706",750081785,369
"65707",750081703,369
"65708",750077292,369
"65709",750082939,369
"65710",750077970,369
"65711",750080465,369
"65712",750084674,369
"65713",750085641,369
"65714",750080459,369
"65715",750080468,369
"65716",750084658,369
"65717",750080903,369
"65718",750084666,369
"65719",750080861,369
"65720",750080499,369
"65721",750084606,369
"65722",750084673,369
"65723",750084609,369
"65724",750080201,369
"65725",750077290,369
"65726",750085088,369
"65727",750078105,369
"65728",750085623,369
"65729",750079553,369
"65730",750078650,369
"65731",750084628,369
"65732",750081706,369
"65733",750084619,369
"65734",750080668,369
"65735",750084652,369
"65736",750084677,369
"65737",750078104,369
"65738",750079554,369
"65739",750080841,369
"65740",750079551,369
"65741",750080853,369
"65742",750080862,369
"65743",750084656,369
"65744",750080538,369
"65745",750080139,369
"65746",750080669,369
"65747",750084684,369
"65748",750084653,369
"65749",750080225,369
"65750",750076499,369
"65751",750080135,369
"65752",750084621,369
"65753",750080914,369
"65754",750080549,369
"65755",750080664,369
"65756",750085628,369
"65757",750079561,369
"65758",750080672,369
"65759",750080667,369
"65760",750076466,369
"65761",750080930,369
"65762",750078611,369
"65763",750084771,369
"65764",750077793,369
"65765",750077790,369
"65766",750166288,369
"65767",750080676,369
"65768",750076500,369
"65769",750077788,369
"65770",750085629,369
"65771",750076470,369
"65772",750080547,369
"65773",750078135,369
"65774",750080923,369
"65775",750080857,369
"65776",750153972,369
"65777",750080922,369
"65778",750165920,369
"65779",750085621,369
"65780",750168683,369
"65781",750079570,369
"65782",750162085,369
"65783",750079564,369
"65784",750080232,369
"65785",750076486,369
"65786",750080921,369
"65787",750080143,369
"65788",750081725,369
"65789",750080542,369
"65790",750080847,369
"65791",750080467,369
"65792",750084678,369
"65793",750079569,369
"65794",750078649,369
"65795",750078100,369
"65796",750077804,369
"65797",750085625,369
"65798",750080666,369
"65799",750080196,369
"65800",750084672,369
"65801",750077802,369
"65802",750080550,369
"65803",750077803,369
"65804",750081719,369
"65805",750079552,369
"65806",750077794,369
"65807",750080469,369
"65808",750080918,369
"65809",750080150,369
"65810",750085626,369
"65811",750084630,369
"65812",750084627,369
"65813",750162542,369
"65814",750083115,371
"65815",750077298,371
"65816",750083110,371
"65817",750083116,371
"65818",750080562,371
"65819",750172834,371
"65820",750083118,371
"65821",750083122,371
"65822",750081916,371
"65823",750079101,371
"65824",750077303,371
"65825",750076024,371
"65826",750077332,371
"65827",750081913,371
"65828",750084139,371
"65829",750077830,371
"65830",750083105,371
"65831",750077834,371
"65832",750077304,371
"65833",750080555,371
"65834",750077823,371
"65835",750080475,371
"65836",750083111,371
"65837",750084710,371
"65838",750077235,371
"65839",750079087,371
"65840",750084580,371
"65841",750151921,371
"65842",750084578,371
"65843",750080474,371
"65844",750147113,371
"65845",750084703,371
"65846",750077240,371
"65847",750084697,371
"65848",750082773,371
"65849",750079081,371
"65850",750082737,371
"65851",750080480,371
"65852",750077339,371
"65853",750081918,371
"65854",750083112,371
"65855",750084880,371
"65856",750077833,371
"65857",750079095,371
"65858",750077308,371
"65859",750084883,371
"65860",750077307,371
"65861",750079096,371
"65862",750084882,371
"65863",750082770,371
"65864",750076111,371
"65865",750077837,371
"65866",750077237,371
"65867",750079094,371
"65868",750077330,371
"65869",750077338,371
"65870",750079080,371
"65871",750079093,371
"65872",750082227,371
"65873",750080556,371
"65874",750077831,371
"65875",750079091,371
"65876",750084876,371
"65877",750082772,371
"65878",750077238,371
"65879",750077309,371
"65880",750082765,371
"65881",750076026,371
"65882",750080566,371
"65883",750172831,371
"65884",750079107,371
"65885",750080473,371
"65886",750080484,371
"65887",750077316,371
"65888",750084874,371
"65889",750079092,371
"65890",750081033,371
"65891",750082776,371
"65892",750082766,371
"65893",750084879,371
"65894",750080479,371
"65895",750077315,371
"65896",750084881,371
"65897",750079108,371
"65898",750084577,371
"65899",750084875,371
"65900",750082775,371
"65901",750084136,371
"65902",750177011,371
"65903",750082767,371
"65904",750084699,371
"65905",750077327,371
"65906",750082232,371
"65907",750080553,371
"65908",750084583,371
"65909",750077310,371
"65910",750079078,371
"65911",750167482,371
"65912",750079089,371
"65913",750084873,371
"65914",750084887,371
"65915",750084884,371
"65916",750081036,371
"65917",750081923,371
"65918",750076122,371
"65919",750167480,371
"65920",750082226,371
"65921",750080564,371
"65922",750077311,371
"65923",750084134,371
"65924",750077825,371
"65925",750077827,371
"65926",750084870,371
"65927",750079077,371
"65928",750084576,371
"65929",750082769,371
"65930",750163359,371
"65931",750084707,371
"65932",750084709,371
"65933",750076174,371
"65934",750079076,371
"65935",750077241,371
"65936",750079082,371
"65937",750077826,371
"65938",750077835,371
"65939",750077824,371
"65940",750077828,371
"65941",750077838,371
"65942",750084133,371
"65943",750082738,371
"65944",750084701,371
"65945",750082907,371
"65946",750077300,371
"65947",750077326,371
"65948",750077504,371
"65949",750077839,371
"65950",750077832,371
"65951",750077836,371
"65952",750097069,371
"65953",750077829,371
"65954",750077302,371
"65955",750084143,371
"65956",750079103,371
"65957",750077510,371
"65958",750080557,371
"65959",750077329,371
"65960",750077509,371
"65961",750158250,371
"65962",750076027,371
"65963",750082230,371
"65964",750172621,371
"65965",750082924,371
"65966",750081925,371
"65967",750082733,371
"65968",750077506,371
"65969",750081911,371
"65970",750167481,371
"65971",750082777,371
"65972",750077331,371
"65973",750081932,371
"65974",750084142,371
"65975",750080567,371
"65976",750076025,371
"65977",750158248,371
"65978",750079109,371
"65979",750077507,371
"65980",750081917,371
"65981",750077503,371
"65982",750077242,371
"65983",750084702,371
"65984",750084711,371
"65985",750083107,371
"65986",750082729,371
"65987",750077337,371
"65988",750084138,371
"65989",750077234,371
"65990",750076031,371
"65991",750080568,371
"65992",750082726,371
"65993",750077822,371
"65994",750081935,371
"65995",750079022,371
"65996",750152826,371
"65997",750150452,371
"65998",750081929,371
"65999",750083121,371
"66000",750084137,371
"66001",750077502,371
"66002",750084872,371
"66003",750085620,371
"66004",750152828,371
"66005",750081565,371
"66006",750083108,371
"66007",750084141,371
"66008",750076561,371
"66009",750084706,371
"66010",750084705,371
"66011",750077306,371
"66012",750082229,371
"66013",750077299,371
"66014",750083120,371
"66015",750081922,371
"66016",750084211,371
"66017",750081912,371
"66018",750084140,371
"66019",750076029,371
"66020",750080560,371
"66021",750172832,371
"66022",750082914,371
"66023",750082730,371
"66024",750081936,371
"66025",750076118,371
"66026",750079085,371
"66027",750082725,371
"66028",750080554,371
"66029",750082731,371
"66030",750082778,371
"66031",750165266,371
"66032",750079110,371
"66033",750077333,371
"66034",750079021,371
"66035",750081938,371
"66036",750081921,371
"66037",750081563,371
"66038",750081930,371
"66039",750082915,371
"66040",750082723,371
"66041",750081920,371
"66042",750083114,371
"66043",750176109,371
"66044",750081564,371
"66045",750082768,371
"66046",750080481,371
"66047",750082771,371
"66048",750162522,371
"66049",750076030,371
"66050",750081937,371
"66051",750084582,371
"66052",750081934,371
"66053",750084145,371
"66054",750077334,371
"66055",750083109,371
"66056",750083119,371
"66057",750167692,371
"66058",750158251,371
"66059",750079106,371
"66060",750083104,371
"66061",750167693,371
"66062",750079099,371
"66063",750082922,371
"66064",750081035,371
"66065",750082927,371
"66066",750082926,371
"66067",750084871,371
"66068",750082727,371
"66069",750082905,371
"66070",750084579,371
"66071",750080482,371
"66072",750076028,371
"66073",750082913,371
"66074",750076170,371
"66075",750084209,371
"66076",750081914,371
"66077",750082920,371
"66078",750081040,371
"66079",750079084,371
"66080",750084135,371
"66081",750082917,371
"66082",750079079,371
"66083",750080565,371
"66084",750171395,371
"66085",750082735,371
"66086",750171396,371
"66087",750083117,371
"66088",750082732,371
"66089",750079111,371
"66090",750081915,371
"66091",750084886,371
"66092",750084878,371
"66093",750079083,371
"66094",750080558,371
"66095",750077239,371
"66096",750082902,371
"66097",750082919,371
"66098",750082918,371
"66099",750082923,371
"66100",750082916,371
"66101",750081038,371
"66102",750082736,371
"66103",750082921,371
"66104",750081910,371
"66105",750081926,371
"66106",750077508,371
"66107",750077236,371
"66108",750084132,371
"66109",750079088,371
"66110",750082910,371
"66111",750077301,371
"66112",750081919,371
"66113",750082911,371
"66114",750080559,371
"66115",750076171,371
"66116",750080563,371
"66117",750167694,371
"66118",750084885,371
"66119",750080561,371
"66120",750077336,371
"66121",750167479,371
"66122",750082904,371
"66123",750084700,371
"66124",750080485,371
"66125",750079098,371
"66126",750084144,371
"66127",750077505,371
"66128",750082228,371
"66129",750167695,371
"66130",750082225,371
"66131",750084708,371
"66132",750150461,371
"66133",750077328,371
"66134",750079086,371
"66135",750081039,371
"66136",750082925,371
"66137",750076120,371
"66138",750084131,371
"66139",750081041,371
"66140",750077335,371
"66141",750081931,371
"66142",750076175,371
"66143",750076119,371
"66144",750082909,371
"66145",750080552,371
"66146",750080483,371
"66147",750081927,371
"66148",750080477,371
"66149",750082728,371
"66150",750079104,371
"66151",750152832,371
"66152",750080478,371
"66153",750079100,371
"66154",750167478,371
"66155",750081924,371
"66156",750166260,371
"66157",750080476,371
"66158",750081566,371
"66159",750152827,371
"66160",750083113,371
"66161",750079102,371
"66162",750083103,371
"66163",750082724,371
"66164",750079105,371
"66165",750079090,371
"66166",750084146,371
"66167",750076121,371
"66168",750083123,371
"66169",750084698,371
"66170",750082231,371
"66171",750081928,371
"66172",750082734,371
"66173",750082774,371
"66174",750082224,371
"66175",750081037,371
"66176",750083106,371
"66177",750093452,373
"66178",750093443,373
"66179",750160716,373
"66180",750088647,373
"66181",750096063,373
"66182",750088616,373
"66183",750093444,373
"66184",750162703,373
"66185",750093406,373
"66186",750088625,373
"66187",750088655,373
"66188",750088628,373
"66189",750088661,373
"66190",750088657,373
"66191",750088615,373
"66192",750093440,373
"66193",750093423,373
"66194",750093447,373
"66195",750093449,373
"66196",750088964,373
"66197",750093428,373
"66198",750088961,373
"66199",750093404,373
"66200",750088656,373
"66201",750088619,373
"66202",750093429,373
"66203",750088967,373
"66204",750088637,373
"66205",750088623,373
"66206",750088966,373
"66207",750088645,373
"66208",750158284,373
"66209",750096056,373
"66210",750088968,373
"66211",750093330,373
"66212",750088646,373
"66213",750088960,373
"66214",750093332,373
"66215",750088962,373
"66216",750088963,373
"66217",750093407,373
"66218",750088635,373
"66219",750088621,373
"66220",750093434,373
"66221",750141514,373
"66222",750086870,373
"66223",750096666,373
"66224",750093331,373
"66225",750165512,373
"66226",750088965,373
"66227",750088959,373
"66228",750088970,373
"66229",750088969,373
"66230",750088971,373
"66231",750093414,373
"66232",750088618,373
"66233",750088658,373
"66234",750088660,373
"66235",750093453,373
"66236",750093334,373
"66237",750093446,373
"66238",750088653,373
"66239",750093350,373
"66240",750093397,373
"66241",750088640,373
"66242",750093427,373
"66243",750093337,373
"66244",750093345,373
"66245",750160234,373
"66246",750088634,373
"66247",750093442,373
"66248",750093432,373
"66249",750093433,373
"66250",750093349,373
"66251",750096061,373
"66252",750093419,373
"66253",750088633,373
"66254",750093357,373
"66255",750093426,373
"66256",750088629,373
"66257",750088641,373
"66258",750162701,373
"66259",750086871,373
"66260",750093411,373
"66261",750093438,373
"66262",750093415,373
"66263",750093448,373
"66264",750088639,373
"66265",750158285,373
"66266",750093342,373
"66267",750088631,373
"66268",750167070,373
"66269",750093436,373
"66270",750096667,373
"66271",750088654,373
"66272",750096669,373
"66273",750093335,373
"66274",750093420,373
"66275",750088659,373
"66276",750093439,373
"66277",750093413,373
"66278",750093425,373
"66279",750088630,373
"66280",750088624,373
"66281",750088651,373
"66282",750093347,373
"66283",750093339,373
"66284",750093351,373
"66285",750096668,373
"66286",750086873,373
"66287",750093421,373
"66288",750165513,373
"66289",750088650,373
"66290",750088652,373
"66291",750088649,373
"66292",750088617,373
"66293",750088642,373
"66294",750088644,373
"66295",750093352,373
"66296",750093354,373
"66297",750146867,373
"66298",750093333,373
"66299",750093355,373
"66300",750096671,373
"66301",750171802,373
"66302",750093445,373
"66303",750093408,373
"66304",750093343,373
"66305",750096060,373
"66306",750088648,373
"66307",750096059,373
"66308",750088638,373
"66309",750093344,373
"66310",750163510,373
"66311",750088636,373
"66312",750093409,373
"66313",750093348,373
"66314",750093417,373
"66315",750093336,373
"66316",750088614,373
"66317",750093424,373
"66318",750093329,373
"66319",750096672,373
"66320",750162704,373
"66321",750088627,373
"66322",750096058,373
"66323",750088626,373
"66324",750086872,373
"66325",750093412,373
"66326",750093441,373
"66327",750156075,373
"66328",750175755,373
"66329",750093356,373
"66330",750093410,373
"66331",750088643,373
"66332",750096057,373
"66333",750093418,373
"66334",750093353,373
"66335",750167071,373
"66336",750145949,373
"66337",750096062,373
"66338",750093341,373
"66339",750093396,373
"66340",750088632,373
"66341",750093422,373
"66342",750162702,373
"66343",750146866,373
"66344",750093451,373
"66345",750163493,373
"66346",750088620,373
"66347",750093346,373
"66348",750093437,373
"66349",750088622,373
"66350",750096673,373
"66351",750173286,373
"66352",750093435,373
"66353",750093450,373
"66354",750093340,373
"66355",750082176,376
"66356",750078539,376
"66357",750081834,376
"66358",750076655,376
"66359",750081023,376
"66360",750081751,376
"66361",750081782,376
"66362",750081778,376
"66363",750081781,376
"66364",750081749,376
"66365",750078589,376
"66366",750165031,376
"66367",750081013,376
"66368",750081773,376
"66369",750082688,376
"66370",750082169,376
"66371",750082112,376
"66372",750080984,376
"66373",750082639,376
"66374",750082636,376
"66375",750081832,376
"66376",750081833,376
"66377",750076778,376
"66378",750081774,376
"66379",750165030,376
"66380",750079798,376
"66381",750078587,376
"66382",750081750,376
"66383",750084437,376
"66384",750079800,376
"66385",750141745,376
"66386",750082175,376
"66387",750081003,376
"66388",750080975,376
"66389",750081680,376
"66390",750080983,376
"66391",750081745,376
"66392",750085662,376
"66393",750079796,376
"66394",750082111,376
"66395",750081004,376
"66396",750081007,376
"66397",750076656,376
"66398",750085539,376
"66399",750082173,376
"66400",750080985,376
"66401",750081752,376
"66402",750085659,376
"66403",750081010,376
"66404",750078544,376
"66405",750080153,376
"66406",750082640,376
"66407",750081018,376
"66408",750082624,376
"66409",750081015,376
"66410",750080951,376
"66411",750080958,376
"66412",750084441,376
"66413",750085545,376
"66414",750081005,376
"66415",750085534,376
"66416",750084434,376
"66417",750079209,376
"66418",750162559,376
"66419",750079212,376
"66420",750082696,376
"66421",750076652,376
"66422",750080954,376
"66423",750080960,376
"66424",750082692,376
"66425",750081783,376
"66426",750080974,376
"66427",750080991,376
"66428",750084432,376
"66429",750166049,376
"66430",750082690,376
"66431",750161846,376
"66432",750085542,376
"66433",750082629,376
"66434",750078541,376
"66435",750081835,376
"66436",750078543,376
"66437",750082687,376
"66438",750082633,376
"66439",750085538,376
"66440",750084435,376
"66441",750084440,376
"66442",750081021,376
"66443",750081676,376
"66444",750171966,376
"66445",750079205,376
"66446",750165037,376
"66447",750080980,376
"66448",750081008,376
"66449",750081022,376
"66450",750081831,376
"66451",750078540,376
"66452",750081829,376
"66453",750085546,376
"66454",750085530,376
"66455",750177050,376
"66456",750082167,376
"66457",750162170,376
"66458",750078536,376
"66459",750079203,376
"66460",750085537,376
"66461",750085540,376
"66462",750080959,376
"66463",750081779,376
"66464",750084772,376
"66465",750081011,376
"66466",750085529,376
"66467",750084438,376
"66468",750084436,376
"66469",750078535,376
"66470",750085531,376
"66471",750085535,376
"66472",750177049,376
"66473",750081770,376
"66474",750085544,376
"66475",750082626,376
"66476",750080953,376
"66477",750080956,376
"66478",750082695,376
"66479",750084442,376
"66480",750081698,376
"66481",750084439,376
"66482",750081679,376
"66483",750173874,376
"66484",750079206,376
"66485",750082712,376
"66486",750080955,376
"66487",750076651,376
"66488",750082697,376
"66489",750081006,376
"66490",750080957,376
"66491",750080961,376
"66492",750081012,376
"66493",750081776,376
"66494",750080993,376
"66495",750165038,376
"66496",750079802,376
"66497",750081674,376
"66498",750085536,376
"66499",750081019,376
"66500",750081780,376
"66501",750081772,376
"66502",750082172,376
"66503",750085532,376
"66504",750080165,376
"66505",750076654,376
"66506",750076657,376
"66507",750081688,376
"66508",750080990,376
"66509",750081830,376
"66510",750079210,376
"66511",750081697,376
"66512",750078585,376
"66513",750081692,376
"66514",750078586,376
"66515",750080979,376
"66516",750080978,376
"66517",750076650,376
"66518",750079801,376
"66519",750082174,376
"66520",750080992,376
"66521",750085661,376
"66522",750081687,376
"66523",750081775,376
"66524",750081009,376
"66525",750081693,376
"66526",750076773,376
"66527",750081690,376
"66528",750082689,376
"66529",750081686,376
"66530",750082716,376
"66531",750076779,376
"66532",750082715,376
"66533",750084803,376
"66534",750080989,376
"66535",750079204,376
"66536",750078538,376
"66537",750081678,376
"66538",750078542,376
"66539",750081675,376
"66540",750081769,376
"66541",750081694,376
"66542",750082713,376
"66543",750078588,376
"66544",750081748,376
"66545",750081691,376
"66546",750080982,376
"66547",750081017,376
"66548",750081771,376
"66549",750081677,376
"66550",750161849,376
"66551",750076774,376
"66552",750076649,376
"66553",750082691,376
"66554",750082171,376
"66555",750082109,376
"66556",750085533,376
"66557",750081002,376
"66558",750076776,376
"66559",750076777,376
"66560",750076772,376
"66561",750081689,376
"66562",750082110,376
"66563",750079207,376
"66564",750081777,376
"66565",750081744,376
"66566",750085541,376
"66567",750078590,376
"66568",750081695,376
"66569",750076653,376
"66570",750079799,376
"66571",750079211,376
"66572",750080152,376
"66573",750082632,376
"66574",750081684,376
"66575",750082170,376
"66576",750080977,376
"66577",750079803,376
"66578",750079208,376
"66579",750080167,376
"66580",750076648,376
"66581",750080988,376
"66582",750081016,376
"66583",750082630,376
"66584",750082625,376
"66585",750080976,376
"66586",750080166,376
"66587",750082637,376
"66588",750082714,376
"66589",750082694,376
"66590",750082168,376
"66591",750084802,376
"66592",750082641,376
"66593",750081685,376
"66594",750078593,376
"66595",750081014,376
"66596",750081747,376
"66597",750081746,376
"66598",750079797,376
"66599",750082693,376
"66600",750080981,376
"66601",750078537,376
"66602",750080987,376
"66603",750081020,376
"66604",750076775,376
"66605",750081696,376
"66606",750085543,376
"66607",750080986,376
"66608",750082634,376
"66609",750082631,376
"66610",750082635,376
"66611",750078591,376
"66612",750076253,378
"66613",750078651,378
"66614",750078635,378
"66615",750085317,378
"66616",750085310,378
"66617",750085121,378
"66618",750079915,378
"66619",750162692,378
"66620",750079911,378
"66621",750156173,378
"66622",750085297,378
"66623",750085098,378
"66624",750085115,378
"66625",750079298,378
"66626",750082399,378
"66627",750085117,378
"66628",750084595,378
"66629",750084589,378
"66630",750079912,378
"66631",750085309,378
"66632",750084591,378
"66633",750076248,378
"66634",750078617,378
"66635",750079919,378
"66636",750079917,378
"66637",750162043,378
"66638",750079291,378
"66639",750084586,378
"66640",750078629,378
"66641",750084597,378
"66642",750169386,378
"66643",750080871,378
"66644",750082392,378
"66645",750085111,378
"66646",750079275,378
"66647",750162046,378
"66648",750084602,378
"66649",750080649,378
"66650",750081366,378
"66651",750085084,378
"66652",750078653,378
"66653",750085292,378
"66654",750078619,378
"66655",750081367,378
"66656",750080943,378
"66657",750085109,378
"66658",750079909,378
"66659",750080886,378
